case,attack,delta_v,nis,cusum_stat,cusum_alarm,jitter_z,jitter_detected,kalman_anomaly,consensus,threat_score
case9,baseline,0.014440599409765397,11.804406535500528,1.4746669750961885,False,0.49689244610629,False,False,0,0.2946033602791204
case9,baseline,0.024751848411984516,11.200305525451158,0.3941784627200045,False,0.23836350003201984,False,False,0,0.0
case9,baseline,0.0206110958261134,11.530208209570905,0.83744085231788,False,0.05799085664629912,False,False,0,0.015104104785452321
case9,baseline,0.021946744566280617,10.869550714526556,-0.16097329094449847,False,0.3647555614054915,False,False,0,0.0
case9,baseline,0.023868502084168408,11.419848197333796,0.5264921207510647,False,0.3215168835550767,False,False,0,0.0
case9,baseline,0.024438742297966786,11.850221422840068,-0.025383817209185984,False,0.6912000099840899,False,False,0,0.21335071341685208
case9,baseline,0.02417397709615214,10.842130243282963,1.3440393864625042,False,0.10888202504554258,False,False,0,0.10321181593875126
case9,baseline,0.01969567956262627,12.440527134853168,0.7097781037306803,False,0.3849965218222147,False,False,0,0.47026356742658404
case9,baseline,0.01893919289144187,12.378199050964115,0.35134536868760147,False,0.36095649000089003,False,False,0,0.43909952548205755
case9,baseline,0.023365627513869877,12.07334483125709,1.5009967964903543,False,0.4220194499198555,False,False,0,0.43697145457565145
case9,baseline,0.02226468163266755,10.64745633660273,0.31629898166669984,False,0.3825352938119842,False,False,0,0.0
case9,baseline,0.017836953597259935,11.480244455434848,0.36540441061444295,False,0.5289687162796379,False,False,0,0.005793743255927586
case9,baseline,0.02702602652939094,12.002465683295666,0.3594691667512352,False,0.19886887708143972,False,True,0,0.2512328416478331
case9,baseline,0.015426545343693613,11.525472719036893,1.0039181899271243,False,0.7015766705831031,False,False,0,0.054227150613204364
case9,baseline,0.012799792761581011,10.559324604385536,0.1499202970366305,False,0.5702393912213506,False,False,0,0.014047878244270118
case9,baseline,0.024237007162883194,11.645213667762576,0.10485907288077471,False,0.6611752064069003,False,False,0,0.10484187516266803
case9,baseline,0.02384988679965397,10.940558788311685,0.47584092491753344,False,0.830965030255433,False,False,0,0.0661930060510866
case9,baseline,0.01880202745903095,11.010773866858296,3.7576628138786576,False,0.750369222795371,False,False,0,0.8773726887226714
case9,baseline,0.0193793380555917,10.872271317522289,2.7364037754664627,False,0.5689993633386624,False,False,0,0.5347210053076713
case9,baseline,0.028814687361516142,10.753720907141728,2.6369964410239795,False,0.7069118495977165,False,False,0,0.5324813022267371
case9,baseline,0.021522245599354263,10.678542529045346,1.708879275890317,False,0.41128906255819925,False,False,0,0.2126637827670951
case9,baseline,0.01249615803396413,11.881127479826896,2.2155108902853993,False,0.26996331683567093,False,True,0,0.5552170069990676
case9,baseline,0.027801900705664396,11.219411900527762,0.06285237812571431,False,0.8375081085693087,False,False,0,0.06750162171386175
case9,baseline,0.022210370084333658,11.86711568409544,1.3802038963963066,False,0.4649169465563243,False,False,0,0.2976190109666119
case9,baseline,0.021588835162185592,10.747577609623045,0.044032346139349615,False,0.44554272660045435,False,False,0,0.0
case9,baseline,0.029360028402361522,11.144634209478868,0.3375753651896834,False,0.4161540040683413,False,False,0,0.0
case9,baseline,0.02029254451153422,11.282933246550817,0.37123313955026643,False,0.562327346898991,False,False,0,0.0124654693797982
case9,baseline,0.02640270380838732,11.311472509376069,2.6220466754349014,False,0.061623839994818144,False,False,0,0.4866140026304704
case9,baseline,0.016888814175468603,11.368016876967308,1.953486027640602,False,0.3674646956461806,False,False,0,0.2860458082921806
case9,baseline,0.013897149478590727,11.174833323505219,1.3685371307620353,False,0.02541742341817354,False,False,0,0.11056113922861059
case9,baseline,0.018803876010651224,12.300366778513956,0.4181520614133525,False,0.49979399977144356,False,False,0,0.40018338925697794
case9,baseline,0.014016697653932389,12.76791476175232,0.409857329672625,False,0.8608645378912265,False,True,0,0.706130288454405
case9,baseline,0.023069206707377124,12.11222945581265,0.4566882765787574,False,0.4305356267808019,False,True,0,0.30611472790632543
case9,baseline,0.026800556831240857,10.661739886686028,1.8231110249776323,False,0.3436147481687742,False,False,0,0.24693330749328968
case9,baseline,0.026355691129904574,11.504309380433847,0.047074416220240015,False,0.4334879944289056,False,False,0,0.002154690216923605
case9,baseline,0.020271752889692855,11.536578312624977,0.1725884585629756,False,0.7497473391938472,False,False,0,0.06823862415125795
case9,baseline,0.019211380208729482,12.786780600820245,0.24896015373976033,False,0.26503020371726493,False,False,0,0.6433903004101227
case9,baseline,0.027383293127148146,11.177446609016984,1.1074120184383451,False,0.6369321785042956,False,False,0,0.05961004123236266
case9,baseline,0.02129694654499847,10.549390370530013,0.05855133381665453,False,0.32253652280210526,False,False,0,0.0
case9,baseline,0.022677459049876024,11.38389002557251,3.2079914686315596,False,0.10603866593642246,False,False,0,0.6623974405894678
case9,baseline,0.02513289923276039,12.210900073088458,0.8672917139800023,False,0.5886871222996501,False,False,0,0.3731874610041593
case9,baseline,0.019314610894790734,10.474803449188052,0.5053913456031283,False,0.8472498453524105,False,False,0,0.0694499690704821
case9,baseline,0.025613388423990108,11.701615354153665,0.7151511172770446,False,0.4431975862554043,False,False,0,0.10080767707683247
case9,baseline,0.01762164326015699,12.062480239933295,1.0220018004261462,False,0.360643440795072,False,False,0,0.2878406600944915
case9,baseline,0.022572944953452696,12.70292778120135,0.028872925130932443,False,0.4995305856148574,False,False,0,0.6014638906006748
case9,baseline,0.01844637867691403,11.187408409883217,0.4378815060687319,False,1.2410703711729674,False,False,0,0.14821407423459348
case9,baseline,0.015947470765103906,11.4051586074358,0.6959495106310373,False,0.15926046763915255,False,False,0,0.0
case9,baseline,0.02507266346343649,12.367221560247486,0.07189822670909503,False,1.1685179083784787,False,False,0,0.567314361799439
case9,baseline,0.017709450485843117,10.648339597103426,0.048103612200999936,False,0.6256912325231804,False,False,0,0.025138246504636075
case9,baseline,0.01957545583752084,11.45832170771915,0.1943664682799805,False,0.6421218400761617,False,False,0,0.028424368015232338
case9,baseline,0.017177214983652125,10.478315896854603,1.3047195146237722,False,0.6654123050470496,False,False,0,0.12449831539654159
case9,baseline,0.011944971950223895,10.485879695332944,0.12920919834769726,False,1.3854478675074373,False,False,0,0.17708957350148746
case9,baseline,0.01114878405829054,11.797229925368484,0.6749712313824027,False,0.9022713268615791,False,False,0,0.22906922805655772
case9,baseline,0.02294164259230321,11.660541548828293,0.1084597983321663,False,0.33613392702754585,False,False,0,0.08027077441414665
case9,baseline,0.016617934897579806,12.17612175514585,0.5801167190328356,False,0.46139925370729873,False,False,0,0.338060877572925
case9,baseline,0.02143470630612149,10.143747089679673,2.483871013030319,False,0.25148003779932526,False,False,0,0.44516130390909575
case9,baseline,0.014543047813532647,11.59277972424988,0.17164794384828014,False,0.550583303551845,False,False,0,0.0565065228353089
case9,baseline,0.017776812208771798,11.209129933020058,0.02502735268101479,False,0.9295727851601613,False,False,0,0.08591455703203227
case9,baseline,0.02085297101790432,11.052437788504855,0.2658378401519376,False,0.12382435546105217,False,False,0,0.0
case9,baseline,0.022951373095308942,11.56172322007623,0.06542301612009681,False,1.1287503103845753,False,False,0,0.15661167211503
case9,branch1_out,0.042832416198825524,20.66908860349201,27.495853217430728,True,7.196641781964886,True,True,1,13.8726286233682
case9,branch1_out,0.029980205918109123,14.986047229575854,5.994612466702917,True,2.138353844937046,False,True,1,3.5690781237862117
case9,branch1_out,0.021863817034707595,14.275490233011876,1.1655544948833707,False,0.8559817426522267,False,True,0,1.5086078135013947
case9,branch1_out,0.03914084918500086,47.709832466676716,48.531943730962595,True,4.43338130775341,True,True,1,33.151175614177816
case9,branch1_out,0.04016209824915971,42.29324533858215,45.177451480412024,True,7.658928336117538,True,True,1,30.081643780638192
case9,branch1_out,0.03820082252046299,37.59713142648499,21.439377588111853,True,5.8829939511701985,True,True,1,20.25697777991009
case9,branch1_out,0.03605805519856321,28.10201556301266,33.93199462053722,True,6.622660716744206,True,True,1,19.405138311016337
case9,branch1_out,0.027924255706424712,19.90092125461167,10.584507219170131,True,1.5072383699514371,False,True,1,7.277260467047162
case9,branch1_out,0.028595025315490043,16.337222007772407,6.587934906129328,True,2.1378968784350416,False,True,1,4.422570851412011
case9,branch1_out,0.045531466197443776,35.493921814846544,35.369699291494165,True,4.6563850513117835,True,True,1,23.13914770513388
case9,branch1_out,0.03456583854438347,49.256361762277415,15.808168951839814,True,8.426423239877328,True,True,1,24.905916214666117
case9,branch1_out,0.028756110339494913,17.147945776091845,13.088334676827666,True,3.265574328672063,True,True,1,7.003588156828635
case9,branch1_out,0.020637284174197964,12.123523977441613,4.589968658585915,False,1.187520731687546,False,False,0,1.5262567326340901
case9,branch1_out,0.030583741269780838,22.211606778946685,9.424740245547326,True,1.7448790745351919,False,True,1,8.132201278044578
case9,branch1_out,0.03264507939464224,30.59648069050399,22.033160753243614,True,4.725574802498077,True,True,1,16.703303531724696
case9,branch1_out,0.04616991490203773,51.094786102726104,22.407959672449657,True,8.817420472220045,True,True,1,27.883265047541958
case9,branch1_out,0.02649961223566706,20.35828188195998,4.4649384674765935,False,3.41258400356364,False,True,0,6.051139281935695
case9,branch1_out,0.03431435502593225,15.049597363783626,9.0514928024681,True,2.382546199909622,False,True,1,4.566755762614168
case9,branch1_out,0.04149615153881245,18.39677756420631,12.730866008260636,True,2.960955112893125,False,True,1,7.459839607159971
case9,branch1_out,0.028444221070016207,16.339886978348957,10.539041047348453,True,2.9851785382872986,False,True,1,5.778691511036475
case9,branch1_out,0.06080696639107776,39.5601927203202,48.66788933968213,True,3.1905079658881728,False,True,1,28.868564755242375
case9,branch1_out,0.02367970340787897,15.018449383742071,4.308966598903982,False,1.302887111925217,False,True,0,2.912492093927274
case9,branch1_out,0.0639177435521622,50.21785353853897,17.41011160887735,True,4.889888300633521,True,True,1,25.15993791205939
case9,branch1_out,0.0408506917951835,40.506196588549486,27.031981577713957,True,7.50137628392606,True,True,1,23.71296802437414
case9,branch1_out,0.03959424888823549,41.555006562954986,28.817318776401226,True,3.88179690460483,True,True,1,24.049058295318826
case9,branch1_out,0.0344610375073367,18.74712097164383,5.631880658820462,True,2.8378731816894813,False,True,1,5.48069931980595
case9,branch1_out,0.029599879281420903,20.430674181689287,13.718118374883643,True,4.921647551971286,True,True,1,9.165102113703993
case9,branch1_out,0.030308229553430942,15.080432353523845,3.3579039979495433,False,1.7528622541602503,False,True,0,2.7481598269788354
case9,branch1_out,0.03063014543973317,20.02693321258829,9.54159735289747,True,2.4715629179948793,False,True,1,7.220258395762362
case9,branch1_out,0.029967430614282982,16.61675352496731,8.471078622313481,True,3.839359237343596,True,True,1,5.467572196646419
case9,branch1_out,0.03794952176264766,39.33493978615549,35.63591972941424,True,7.176809804028883,True,True,1,25.643607772707792
case9,branch1_out,0.03617823059915201,18.410844106639093,8.73663731164657,True,1.7566435656376933,False,True,1,6.027741959941055
case9,branch1_out,0.033732324275748404,39.31940644439264,38.64991025010126,True,3.2211911793271706,False,True,1,25.748914533092133
case9,branch1_out,0.030908556847973667,36.655351192993244,47.68662788415817,True,2.641928769622967,False,True,1,27.012049715668667
case9,branch1_out,0.04584730417955993,29.960631997300982,38.79593911290515,True,3.6756988938891366,True,True,1,21.204237511299866
case9,branch1_out,0.04898126676851519,22.63966451175118,11.147623137685777,True,1.583444339823659,False,True,1,8.830808065146057
case9,branch1_out,0.036087817691155585,19.77968002715414,17.20671284185881,True,2.9693679768400383,False,True,1,9.495727461502721
case9,branch1_out,0.045720644535050446,30.692342797806493,26.145960489881407,True,4.881238049907847,True,True,1,18.016207155849237
case9,branch1_out,0.03127805232481562,14.340410725671594,6.651177836616271,True,3.0581095994919707,False,True,1,3.6271806337190724
case9,branch1_out,0.02477178927609808,12.689126064997739,6.87349085614403,True,0.9912251567578358,False,False,0,2.454855320693645
case9,branch1_out,0.04273828368390324,25.81603291439926,38.44388911885229,True,3.1334690017939355,False,True,1,18.9178769932141
case9,branch1_out,0.0385815389184842,23.380084218754064,9.988075006997246,True,2.894558478705344,False,True,1,9.115376307217273
case9,branch1_out,0.04413829146583918,39.015890150683504,29.86351376310141,True,6.308818047008752,True,True,1,23.578762813673922
case9,branch1_out,0.035431948698524306,38.418968033621056,30.9687710082351,True,8.049513773985248,True,True,1,23.96001807407811
case9,branch1_out,0.04850679882048742,21.479860350787284,30.875321098573796,True,2.7668064912123995,False,True,1,14.40588780320826
case9,branch1_out,0.049097093455154533,18.922059572310932,3.8541818253229767,False,2.8415610431906857,False,True,0,5.035596542390496
case9,branch1_out,0.052591453324708645,50.79001122298985,48.40533294384607,True,6.130236626216207,True,True,1,34.99265281989199
case9,branch1_out,0.034716998810807864,22.191018662491032,48.78641292896592,True,5.521064073030125,True,True,1,20.685646024541317
case9,branch1_out,0.053690737698354626,22.150506555034237,26.601066885010464,True,3.511024244129499,False,True,1,13.607778191846158
case9,branch1_out,0.028671050305309618,18.57976002796893,5.302381754720906,True,2.03641999526711,False,True,1,5.137878539454159
case9,branch1_out,0.03459756991495544,15.27897246944415,4.5909625941137175,False,3.001442606864493,False,True,0,3.467063534329089
case9,branch1_out,0.042861239474902835,19.31828533466185,7.524445167258712,True,1.2426255142620934,False,True,1,6.015001320360958
case9,branch1_out,0.0415515448588394,36.26808916242571,18.62592273523865,True,2.379001910486887,False,True,1,18.047621783881826
case9,branch1_out,0.04163384579381829,43.029732139143285,29.1230251231221,True,4.363958087468549,True,True,1,24.97456522400198
case9,branch1_out,0.033767290476355453,20.859367814715334,11.09844419800916,True,2.5892950483733945,False,True,1,8.127076176435095
case9,branch1_out,0.04985114920432794,21.835193961347322,10.429743724960788,True,8.370117509907715,True,True,1,9.570543600143441
case9,branch1_out,0.05627466892305173,26.819638060781923,15.208993453138008,True,6.514013918677774,True,True,1,13.12531985006792
case9,branch1_out,0.03133638004362582,15.793120900733335,6.721057397057735,True,3.682718012467237,True,True,1,4.499421271977436
case9,branch1_out,0.02720494683154217,15.406004856020179,1.7686828436496094,False,1.7610027889359303,False,True,0,2.435807838892158
case9,branch1_out,0.03718107917157904,21.08814546019098,9.269750386276517,True,2.4954315198674717,False,True,1,7.6740841499519385
case9,branch2_out,0.036765258295286436,15.045551351039107,6.2106096098408585,True,3.024744922980378,False,True,1,3.8409075430678863
case9,branch2_out,0.01997855339155559,19.709143578820292,4.068969402435367,False,2.8615416478603546,False,True,0,5.497570939712827
case9,branch2_out,0.02710340027968438,22.867308426329057,13.793579606933102,True,2.2343306558994875,False,True,1,9.868594226424356
case9,branch2_out,0.04680881438314798,20.682578239287032,11.112025518473978,True,2.589526888301101,False,True,1,8.04280215284593
case9,branch2_out,0.03387596777038682,15.33272714980503,5.463262803865884,False,3.2324142407607654,False,True,0,3.8018252642144335
case9,branch2_out,0.01570613904559867,15.58744046110689,7.91462155015234,True,2.544773374790419,False,True,1,4.527061370557231
case9,branch2_out,0.04632818179889972,43.101185003999014,30.41105903465827,True,4.984732676596255,True,True,1,25.520856747716238
case9,branch2_out,0.04831966867575439,49.26616028238295,23.092368419836312,True,3.837717410669353,True,True,1,26.178334149276235
case9,branch2_out,0.030137753753462285,23.375255117711593,3.5718124308913977,False,2.1904738998543962,False,True,0,7.047266068094094
case9,branch2_out,0.04526035942726801,26.668440432681464,20.98267386663445,True,7.38261122470634,True,True,1,14.955544621272336
case9,branch2_out,0.018962421804547547,14.477199988844442,3.516537727359101,False,1.344783943300044,False,True,0,2.41251810128996
case9,branch2_out,0.04859396183231553,25.6019907467847,23.23672221815572,True,6.837373011517219,True,True,1,14.98948664114251
case9,branch2_out,0.0508918327145153,44.22139976332044,48.78245002400659,True,4.647123820842643,True,True,1,31.524859653030727
case9,branch2_out,0.03918075490839105,22.401266464343227,8.276654459896504,True,2.800868001634273,False,True,1,8.09380317046742
case9,branch2_out,0.03273762554301078,20.225672596832553,8.027424585868628,True,3.8169998653348474,True,True,1,7.134463647243834
case9,branch2_out,0.038845518063424185,20.63784831394322,5.975899814099562,True,2.588477886847542,False,True,1,6.479389678570987
case9,branch2_out,0.04580143314235753,34.407389167693886,40.15895364444514,True,6.549324564114556,True,True,1,24.411245590003396
case9,branch2_out,0.04950433056691428,25.308247504612808,45.22245233271754,True,4.227798564416816,True,True,1,20.916419165005028
case9,branch2_out,0.03702466240085098,17.164275643522164,13.201021167810612,True,2.846612693160016,False,True,1,6.961766710736269
case9,branch2_out,0.0510374233467583,43.695646986795545,50.460724580559976,True,4.16090426533085,True,True,1,31.668221720631934
case9,branch2_out,0.03372909190106179,15.034316737677807,7.318670441938172,True,1.6864098816171436,False,True,1,3.900041477743784
case9,branch2_out,0.042396714111705716,39.15763968353701,52.06976643636893,True,7.903227847182807,True,True,1,30.630395342115747
case9,branch2_out,0.04183989355882023,20.903729972297004,7.535598802463213,True,2.954648127850375,False,True,1,7.153474252457541
case9,branch2_out,0.026780679080037756,20.671547876685363,8.093172893003507,True,2.864889886120968,False,True,1,7.186703783467927
case9,branch2_out,0.02107915732207022,13.692373510344035,3.9816661112779577,False,1.875598126135578,False,True,0,2.2658062137825206
case9,branch2_out,0.037141680143175995,15.631585002492924,8.785574547419984,True,2.2456580435116056,False,True,1,4.750596474174778
case9,branch2_out,0.02701532147608853,15.023622533103905,1.6029515986274503,False,1.570220705927323,False,True,0,2.1567408873256526
case9,branch2_out,0.047602492152330596,21.6124604775266,24.46094373507811,True,8.601844412448914,True,True,1,13.714882241776516
case9,branch2_out,0.04487176983535548,20.431597839602347,28.113754707238627,True,4.3610237405425405,True,True,1,13.37213008008127
case9,branch2_out,0.041062784971146654,20.06484399862248,6.509817138090582,True,2.2683552301324523,False,True,1,6.289038186764905
case9,branch2_out,0.0350671446256573,18.362660550057228,4.934836569842791,False,1.9246012955093361,False,True,0,4.896701505083319
case9,branch2_out,0.025892993376609066,17.63961835913271,5.530443040853066,True,3.7854706735524677,True,True,1,5.0860362265327685
case9,branch2_out,0.05151176810034019,43.42976788530506,28.442060840452537,True,4.1858947161703774,True,True,1,24.934681138022366
case9,branch2_out,0.04481469247310049,37.45137653225947,32.10089083963672,True,7.190709068951564,True,True,1,23.64409733181106
case9,branch2_out,0.037345406499917445,17.690337309282775,7.594719693011348,True,3.809987227345686,True,True,1,5.735582008013929
case9,branch2_out,0.030164378263628822,15.125683136487947,3.633734096397071,False,0.8361479269653294,False,True,0,2.6701913825561605
case9,branch2_out,0.04287258214175865,28.892251947479078,18.575857014533003,True,7.218897730843689,True,True,1,15.312662624268178
case9,branch2_out,0.03297279676479635,12.884864383709619,2.3458536145146,False,1.725770367705634,False,False,0,1.3413423497503163
case9,branch2_out,0.05667363805187902,45.901516716149736,22.42509306683084,True,4.074141992844941,True,True,1,24.343114676693105
case9,branch2_out,0.03822668627803469,22.369185144625078,9.848047687260737,True,1.8525813709631207,False,True,1,8.359523152683385
case9,branch2_out,0.036704463524534964,13.815926985539994,3.659178908071974,False,2.322739522421713,False,True,0,2.3202650696759317
case9,branch2_out,0.03844557981947182,16.45761909526147,9.104962839362912,True,1.8595357449858705,False,True,1,5.182205548436784
case9,branch2_out,0.033633340096650186,16.29755138559649,11.637624754501033,True,1.730290779076433,False,True,1,5.8361212749638405
case9,branch2_out,0.030191492586618022,42.812367964270955,12.421006545379948,True,7.315268120015782,True,True,1,20.44553956975262
case9,branch2_out,0.026698181322900964,13.053780098052155,5.185969899619087,False,1.1359633681775188,False,False,0,2.1598736925473068
case9,branch2_out,0.046093936694680974,45.26005261929881,39.20888247497009,True,2.400307228425354,False,True,1,28.722752497825503
case9,branch2_out,0.035216863013114524,12.430693233238028,4.326941220932621,True,1.1271266664494342,False,False,0,1.588854316188687
case9,branch2_out,0.03177876517616905,41.770507052386975,19.294025458940364,True,8.16588875528737,True,True,1,22.15663891493307
case9,branch2_out,0.03668038276216324,14.403956677604372,7.737752372784643,True,3.1844097541260665,False,True,1,4.010186001462792
case9,branch2_out,0.046499989652353524,20.04866348083544,21.719752311931718,True,7.075780748166962,True,True,1,11.805413583630628
case9,branch2_out,0.04223515094828009,27.253802486511198,29.872678063232854,True,7.443160516446723,True,True,1,17.927336765514802
case9,branch2_out,0.05728888264421604,45.24911442959312,36.28638647304966,True,4.9352740108476905,True,True,1,28.347527958880995
case9,branch2_out,0.021991562081141842,13.658784090370181,1.4869736892996184,False,1.2781983405733377,False,True,0,1.3811238200896438
case9,branch2_out,0.047633574570828015,22.01080424948154,43.84973459795018,True,8.247024208324648,True,True,1,19.659727345790756
case9,branch2_out,0.032562004603857185,15.405156354528012,7.769046132390023,True,1.0951126357538956,False,True,1,4.102314544131792
case9,branch2_out,0.024339777149466717,18.189089051421387,4.267793329139467,False,1.6318403761973654,False,True,0,4.551250599692007
case9,branch2_out,0.027366485446399753,31.975520048150848,47.37194343704565,True,8.505755509763688,True,True,1,25.75049415714186
case9,branch2_out,0.04964909506323373,41.116988033910914,21.06960688337771,True,3.751149101934141,True,True,1,21.479605902355594
case9,branch2_out,0.03855789361928795,49.316039676336864,48.57261997297355,True,7.461634627917899,True,True,1,34.57213275564408
case9,branch2_out,0.04450176330559773,21.935156864219774,48.0746259651934,True,5.493442275566637,True,True,1,20.338654676781236
case9,branch3_out,0.042569459369552184,49.520181297045596,19.666732739470294,True,4.363648163835445,True,True,1,25.382840103130974
case9,branch3_out,0.06244396822948751,30.951623265753263,46.61332477545049,True,7.686185099132291,True,True,1,24.847046085338235
case9,branch3_out,0.05427512604851026,27.494275944258586,35.540761350771845,True,4.448623715127896,True,True,1,19.149091120386426
case9,branch3_out,0.04290302590222558,22.695811528646338,10.947028206752957,True,3.254629653536586,False,True,1,9.132940157056373
case9,branch3_out,0.018799430263656138,44.93174707328085,42.165145438864776,True,5.29062650110874,True,True,1,30.023542468521608
case9,branch3_out,0.02537211144199316,12.647682104865673,3.266785997811134,False,1.8778772687323069,False,False,0,1.5294523055226381
case9,branch3_out,0.040370233214268324,29.714197488079922,24.903452560847516,True,5.894654366433325,True,True,1,17.35706538558088
case9,branch3_out,0.03050758656675492,21.27653000678656,8.774817137220946,True,2.0121133606561346,False,True,1,7.523132816690792
case9,branch3_out,0.03653213382064348,18.311968713041978,6.30805017527094,True,1.995193895710794,False,True,1,5.29743818824443
case9,branch3_out,0.038950523784431534,38.72726132212379,35.75655012967805,True,6.406952520317584,True,True,1,25.221986204028827
case9,branch3_out,0.024156371599619236,21.42638909884987,11.900348179709745,True,2.4234647127819824,False,True,1,8.617991945894255
case9,branch3_out,0.030811410213711046,22.56548331413317,7.253255093419175,True,1.6934928282813468,False,True,1,7.647416750748608
case9,branch3_out,0.04470892756354282,21.659965599062204,29.641790048381143,True,6.838048733648863,True,True,1,14.940129560775217
case9,branch3_out,0.0422181966428784,19.660110229473077,4.0760118592634855,False,2.6280326991229948,False,True,0,5.428465212340184
case9,branch3_out,0.03011364445160976,18.324043330869902,9.7838658649561,True,3.851518836283154,True,True,1,6.717485192178412
case9,branch3_out,0.03772441918831875,42.80472014609091,26.416681771038082,True,6.708511691986544,True,True,1,24.519066942754186
case9,branch3_out,0.03733742150740249,17.47999363492044,6.609774641875624,True,2.9606923857821523,False,True,1,5.165067687179338
case9,branch3_out,0.026867296228887158,14.921589277592549,13.622303604316311,True,3.276171766022223,False,True,1,6.052720073295613
case9,branch3_out,0.057286190783616985,22.541939171612597,10.955043703126627,True,3.1559578628117295,False,True,1,9.038674269306632
case9,branch3_out,0.043741720629922765,26.753781772325322,48.488023949948094,True,6.24752512786343,True,True,1,23.022803096719777
case9,branch3_out,0.03702965316352474,37.34334784037828,16.63285734099693,True,4.556808917464844,True,True,1,18.42289290598119
case9,branch3_out,0.021324721906096106,19.29229598884096,9.917018918824635,True,2.0114399713467397,False,True,1,6.873541664337218
case9,branch3_out,0.03009694059351019,14.284013467534793,1.3608594134853693,False,0.9642414314167942,False,True,0,1.5931128440963662
case9,branch3_out,0.031535055592422416,14.070990804886527,2.076369194857454,False,0.8794291747974441,False,False,0,1.6842919958599887
case9,branch3_out,0.05389507970419926,44.449654965166495,34.01855408145751,True,6.920977119080486,True,True,1,27.6645891308366
case9,branch3_out,0.03422262073251013,23.096611073651623,10.108755170815545,True,2.687945480787487,False,True,1,8.968521184227972
case9,branch3_out,0.022364148407277115,22.148218581538544,7.849386419609073,True,1.7561782912348163,False,True,1,7.630160874898956
case9,branch3_out,0.03515547436053207,17.94258546366003,6.467714488186845,True,1.9537549384480513,False,True,1,5.152358065975679
case9,branch3_out,0.033440664955389894,14.390973443676062,5.463690517210492,True,1.6637206393062431,False,True,1,3.017338004862427
case9,branch3_out,0.0251523203813532,14.722863298339638,5.708608819748403,True,1.1744959898544172,False,True,1,3.1589134930652234
case9,branch3_out,0.025161623751790797,44.17346196880389,35.363502125783704,True,7.557774802814413,True,True,1,28.05733658269994
case9,branch3_out,0.055413468024483874,27.458420869782646,34.53383836572903,True,8.630999524503085,True,True,1,19.66556184951065
case9,branch3_out,0.052250627076843456,36.680789319136466,38.692860813876706,True,6.506825532303881,True,True,1,25.09961801019202
case9,branch3_out,0.053357652772324786,19.593044473804778,41.81771742413106,True,6.4461398027425405,True,True,1,17.481065424690215
case9,branch3_out,0.032105579348722005,17.854420637610456,3.811770045894788,False,1.1802692022157455,False,True,0,4.156795173016814
case9,branch3_out,0.026379129405877992,21.639784730728763,3.824489023807539,False,2.2483155712430474,False,True,0,6.266902186755253
case9,branch3_out,0.018434118342963473,17.273321097146304,9.232217589727632,True,1.827756917441934,False,True,1,5.6218772089798295
case9,branch3_out,0.045001043154864605,21.805932314468038,29.57053474124404,True,4.588063796399945,True,True,1,14.541739338887218
case9,branch3_out,0.018371214016621742,12.134270958868473,2.2342357484721833,False,0.786169769864143,False,False,0,0.7446401579487203
case9,branch3_out,0.03507653482327015,20.037198504458175,9.229728116982509,True,2.025860095592394,False,True,1,7.042689706442319
case9,branch3_out,0.034599685763357785,18.735487615842057,11.975455192241741,True,1.811313015149376,False,True,1,7.1726429686234265
case9,branch3_out,0.03213810629798671,48.68996274407866,48.992550001025805,True,6.024262677003714,True,True,1,34.097598907747816
case9,branch3_out,0.025553397301574667,12.541576173498505,2.591922979887438,False,1.0072000721660346,False,True,0,1.099804995148691
case9,branch3_out,0.05711637688585079,28.431213968740586,18.18803677655884,True,4.147275611302153,True,True,1,14.351473139598374
case9,branch3_out,0.029522302200184345,19.698213479522625,12.744705800208445,True,3.022444185051505,False,True,1,8.127007316834147
