case,attack,delta_v,nis,cusum_stat,cusum_alarm,jitter_z,jitter_detected,kalman_anomaly,consensus,threat_score,y_true,y_pred
case9,baseline,0.0230404793022027,11.44475550693928,2.125997623150876,False,0.4375337330953036,False,False,0,0.0,0,0
case9,baseline,0.0198583570733578,10.889890924540056,2.5251633185452835,False,0.7596170591209848,False,False,0,0.0,0,0
case9,baseline,0.0231795801808402,11.186131320935964,0.9904733374284675,False,0.3723448145206361,False,False,0,0.0,0,0
case9,baseline,0.0148345716561626,12.10827328266206,1.818764635765593,False,0.0025571243313985,False,False,0,0.0,0,0
case9,baseline,0.0164110235775084,11.527840218730049,1.3930406659506316,False,0.5133845485717616,False,False,0,0.0,0,0
case9,baseline,0.0193664992575972,11.535201504159325,0.7650625545398352,False,0.5608560592409417,False,False,0,0.0,0,0
case9,baseline,0.0269942773474312,11.769272985776691,0.4818294225783099,False,0.3636557158596043,False,False,0,0.0,0,0
case9,baseline,0.0213944529810742,11.515040720942205,0.4621356402486193,False,0.404406882615752,False,False,0,0.0,0,0
case9,baseline,0.0254294900041143,11.149879245826934,1.438758642706683,False,0.4010108768178825,False,False,0,0.0,0,0
case9,baseline,0.0201846711382955,12.970926193629143,0.6506685819821014,False,0.6977303052902967,False,False,0,0.0,0,0
case9,baseline,0.0219464347395063,11.43469159494068,1.0084882698030733,False,0.3253277097344548,False,False,0,0.0,0,0
case9,baseline,0.0248702546169852,12.099233462801257,0.7271168918161718,False,0.407580595420498,False,False,0,0.0,0,0
case9,baseline,0.0089727643114635,12.0933224913452,1.2330017005667613,False,0.3969515313776673,False,False,0,0.0,0,0
case9,baseline,0.0255271223525169,11.02887414871152,2.2062170471914,False,0.8743083771018199,False,False,0,0.0,0,0
case9,baseline,0.0176860803213102,12.482417502395966,0.4991379615663504,False,0.2170964572394239,False,False,0,0.0,0,0
case9,baseline,0.0300118009051408,12.650468454128143,0.6838253138378737,False,0.3829186002798955,False,True,0,0.3333,0,1
case9,baseline,0.0150677756596461,12.20516740234294,0.1306874119095037,False,0.5048716711467823,False,False,0,0.0,0,0
case9,baseline,0.0254106319943527,11.266300028058453,0.113078502870104,False,0.4706137534169773,False,False,0,0.0,0,0
case9,baseline,0.0288784556288295,11.086073773318228,-0.040607489246147,False,0.5938023916090764,False,False,0,0.0,0,0
case9,baseline,0.0181030203458795,12.956570242911836,0.3906445147972553,False,0.335320563376602,False,False,0,0.0,0,0
case9,baseline,0.0174692701035303,12.07204771153847,-0.0210965140977827,False,0.7499370220589499,False,False,0,0.0,0,0
case9,baseline,0.0146991667950507,11.581761438290776,3.4359541607869057,False,0.1010421817900998,False,False,0,0.0,0,0
case9,baseline,0.0214781203167792,11.092827313759091,0.4987159390389752,False,0.2969847352010426,False,False,0,0.0,0,0
case9,baseline,0.0278371763936964,11.28355179648146,0.158848493170334,False,0.9066720251805964,False,False,0,0.0,0,0
case9,baseline,0.0186798586240282,11.70975233988272,3.817878022520186,False,0.1325986099418967,False,False,0,0.0,0,0
case9,baseline,0.0157602046155075,11.62758928187533,1.2787210162497324,False,1.2304628936985271,False,False,0,0.0,0,0
case9,baseline,0.0167227168466022,10.868332734528847,1.8948635019948143,False,0.0456327694634436,False,False,0,0.0,0,0
case9,baseline,0.0249839627248782,11.963490002336332,0.1493902537571541,False,0.2476934346251925,False,False,0,0.0,0,0
case9,baseline,0.0165133885377184,11.907413824023608,0.3046592877616244,False,0.2379312781782437,False,False,0,0.0,0,0
case9,baseline,0.0140601119121037,10.88539045119895,0.1665583003641528,False,0.1924557355334998,False,False,0,0.0,0,0
case9,baseline,0.0186946122327071,12.098332598833238,0.7452880268788181,False,0.1001133451627619,False,False,0,0.0,0,0
case9,baseline,0.0099012821274647,11.14658417351508,0.8861655570463762,False,0.7044644742183268,False,False,0,0.0,0,0
case9,baseline,0.017368933234521,11.451364544477332,1.4734604649748184,False,0.7014571084355719,False,False,0,0.0,0,0
case9,baseline,0.0249223560394198,10.7216383934222,1.0626649320410675,False,0.1138043183290621,False,False,0,0.0,0,0
case9,baseline,0.0186370690154732,12.707303280972337,0.2368920297178317,False,0.2215813368950487,False,True,0,0.3333,0,1
case9,baseline,0.0250668325976892,10.759510368924625,0.8649653857756149,False,0.2441674218661598,False,False,0,0.0,0,0
case9,baseline,0.0182857866274557,12.329210771478662,0.8548780653493233,False,0.4142196807613821,False,False,0,0.0,0,0
case9,baseline,0.0179310267334529,11.068566320900416,0.2077274478195854,False,0.5263756149278076,False,False,0,0.0,0,0
case9,baseline,0.0109693132012702,11.075473902731073,1.779551529271591,False,0.7181832802428966,False,False,0,0.0,0,0
case9,baseline,0.020530057158608,11.64935479503533,3.0612975681180385,False,0.3981658058602473,False,False,0,0.0,0,0
case9,baseline,0.028425609832511,12.525895160101866,0.225524473493605,False,0.0030802970710845,False,False,0,0.0,0,0
case9,baseline,0.018158064327786,12.205904490261176,0.4467388146315643,False,0.6398195371426838,False,False,0,0.0,0,0
case9,baseline,0.0234798696612053,11.311315423665205,0.6283303092167665,False,0.6091097142560071,False,False,0,0.0,0,0
case9,baseline,0.0127267863093153,11.759080164194138,0.516251763804516,False,0.5183569874875052,False,False,0,0.0,0,0
case9,baseline,0.0194576699241955,11.973199606832289,1.670707292261853,False,0.443758853557552,False,False,0,0.0,0,0
case9,baseline,0.0134381469093235,12.116860617274304,0.1785884008892612,False,0.8676943674031761,False,True,0,0.3333,0,1
case9,baseline,0.0147480215088351,11.682081531297117,0.8518550433883942,False,0.0506007307076009,False,False,0,0.0,0,0
case9,baseline,0.0082936183193371,11.32915034540769,2.6874891889187897,False,0.5452347180519841,False,False,0,0.0,0,0
case9,baseline,0.009300442212046,10.78031711511463,1.0942472408191717,False,0.5319836736963852,False,False,0,0.0,0,0
case9,baseline,0.0212320468930899,11.95151819669775,0.4642335908921475,False,0.3700791603280078,False,False,0,0.0,0,0
case9,baseline,0.0122027746515538,11.420846480238426,0.5297344270333711,False,0.4263309399237832,False,False,0,0.0,0,0
case9,baseline,0.0228771848655487,11.104053375634908,0.7868134226677757,False,0.550877117317671,False,False,0,0.0,0,0
case9,baseline,0.0198741012537072,12.219356474941929,0.9633599178228212,False,0.9075152246270074,False,False,0,0.0,0,0
case9,baseline,0.015681478687577,12.116699359932598,0.8020954758078255,False,0.8193842041981365,False,False,0,0.0,0,0
case9,baseline,0.0232346410278297,11.959734818671585,0.0376254317110461,False,0.8007817790226931,False,False,0,0.0,0,0
case9,baseline,0.0164235489401924,11.763442293357292,3.5807867297108773,False,0.1062063359752504,False,False,0,0.0,0,0
case9,baseline,0.0186539132066714,10.771827289632247,0.0588890976359076,False,0.6101142618635026,False,False,0,0.0,0,0
case9,baseline,0.015502692066211,11.27348482663583,1.2938509244949146,False,0.5137074119841044,False,True,0,0.3333,0,1
case9,baseline,0.0247123726915685,12.282542983373448,0.0797872262506585,False,0.6346444378206417,False,False,0,0.0,0,0
case9,baseline,0.0294462465934194,11.315452564035253,0.1907908575558929,False,0.5791411182112498,False,False,0,0.0,0,0
case9,branch1_out,0.0413164852789013,22.61300386706045,50.59800457100941,True,8.811937687792545,True,True,1,0.9999,1,1
case9,branch1_out,0.0367665976678892,12.818206877169928,4.37246894872173,False,0.8739079142201556,False,False,0,0.0,1,0
case9,branch1_out,0.0437141429305415,15.836517181555006,6.305321604366351,True,2.750317552979065,False,True,1,0.6666,1,1
case9,branch1_out,0.0301979871718264,37.81839774106377,18.20769167931261,True,4.946398887613729,True,True,1,0.9999,1,1
case9,branch1_out,0.0487039559693548,30.494451992284144,47.18177551768312,True,8.262688707159457,True,True,1,0.9999,1,1
case9,branch1_out,0.0298205391598845,12.50194383279202,3.799363038481967,False,1.20117585119829,False,False,0,0.0,1,0
case9,branch1_out,0.0306501460109125,21.500819508429647,3.6139484214335273,False,2.8350022015461853,False,True,0,0.3333,1,1
case9,branch1_out,0.0550705751675036,29.791438464017645,13.75026317791856,True,7.706699390018425,True,True,1,0.9999,1,1
case9,branch1_out,0.0479746301374891,16.49538434158278,3.442758350066596,False,3.207166968753003,True,True,1,0.6666,1,1
case9,branch1_out,0.0387141222178121,21.65944825517434,28.075737004326477,True,2.6381260175476053,False,True,1,0.6666,1,1
case9,branch1_out,0.0399815463108955,23.01948755106621,11.862759473668392,True,2.7904598476742355,False,True,1,0.6666,1,1
case9,branch1_out,0.0460296285142162,22.30930284185006,20.10290977607552,True,7.516224493580631,True,True,1,0.9999,1,1
case9,branch1_out,0.0309202465439997,43.983151444805664,40.19478546141351,True,7.773865903908739,True,True,1,0.9999,1,1
case9,branch1_out,0.0538169855454427,49.822524910156496,20.340865931413965,True,5.916247017465695,True,True,1,0.9999,1,1
case9,branch1_out,0.029566519803689,13.560320432816424,1.7475395160686804,False,1.3562718787330454,False,False,0,0.0,1,0
case9,branch1_out,0.026366326908458,19.911869855544506,6.565669084105948,True,3.1258576773533435,False,True,1,0.6666,1,1
case9,branch1_out,0.0341193842980256,29.729669448879104,13.295571607150093,True,3.1174211770089197,False,True,1,0.6666,1,1
case9,branch1_out,0.0312014968785015,28.26087452344466,28.46272590719904,True,6.422167916815003,True,True,1,0.9999,1,1
case9,branch1_out,0.0298693997577524,20.923802860772216,46.77208801867275,True,3.902081451404544,True,True,1,0.9999,1,1
case9,branch1_out,0.0561909183936661,22.778365825443363,47.83148002994199,True,4.975929106568598,True,True,1,0.9999,1,1
case9,branch1_out,0.0423815134276423,41.57028495803459,42.17503599695881,True,3.838773908490048,True,True,1,0.9999,1,1
case9,branch1_out,0.0313577583656076,47.8536266806958,29.133265625379256,True,8.699743727222108,True,True,1,0.9999,1,1
case9,branch1_out,0.0451702363992089,21.00378488274374,6.349735991572112,True,2.497444164929095,False,True,1,0.6666,1,1
case9,branch1_out,0.0470915497350561,32.19056167740322,34.801605838496506,True,8.346930075297887,True,True,1,0.9999,1,1
case9,branch1_out,0.0414212720235558,19.444440297498733,7.384331233638066,True,3.831724089366981,True,True,1,0.9999,1,1
case9,branch1_out,0.0328633007741963,15.530412900440956,4.687685513171438,True,3.0967963226001127,True,True,1,0.9999,1,1
case9,branch1_out,0.0273344328728522,17.91004848515925,12.646168936645202,True,1.879601268294224,False,True,1,0.6666,1,1
case9,branch1_out,0.0638096002298613,43.63486062989431,25.76302712957831,True,6.5707294158241085,True,True,1,0.9999,1,1
case9,branch1_out,0.048908221655998,45.711036131671854,25.998424099966943,True,4.179194873680326,True,True,1,0.9999,1,1
case9,branch1_out,0.0264562506724056,19.45801759446402,8.80535852332528,True,2.308592073714622,False,True,1,0.6666,1,1
case9,branch1_out,0.0427199147057949,47.516090200319326,27.496298312308376,True,6.029992444544713,True,True,1,0.9999,1,1
case9,branch1_out,0.0462846256847675,22.917327376319253,12.117283079063585,True,1.8367994885647076,False,True,1,0.6666,1,1
case9,branch1_out,0.0154018755554585,13.373972359878566,3.8494092781157834,False,1.8154498563712465,False,False,0,0.0,1,0
case9,branch1_out,0.0506570187898609,22.19632039994011,10.38203124981523,True,8.146223378551836,True,True,1,0.9999,1,1
case9,branch1_out,0.0448767981515643,30.92434488992209,42.71661627849339,True,5.29503699449385,True,True,1,0.9999,1,1
case9,branch1_out,0.0626802485531878,26.973287115618216,23.470104282374876,True,4.556998630828342,True,True,1,0.9999,1,1
case9,branch1_out,0.0308982251071375,22.268111335871023,10.05735268058148,True,2.5166692373626844,False,True,1,0.6666,1,1
case9,branch1_out,0.0244470051741446,21.583551104403057,9.937259060856514,True,3.0949152886691125,False,True,1,0.6666,1,1
case9,branch1_out,0.0416835201998357,23.534955403689608,11.199204597179577,True,3.583524574544708,False,True,1,0.6666,1,1
case9,branch1_out,0.0215788334162333,15.576143351473933,3.685838020991049,False,1.783093448743402,False,True,0,0.3333,1,1
case9,branch1_out,0.024576907770934,17.692162327288873,8.365332942816881,True,1.9400460570647775,False,True,1,0.6666,1,1
case9,branch1_out,0.0339286318960539,15.13518926566022,5.474435103717906,True,3.421292269320893,False,True,1,0.6666,1,1
case9,branch1_out,0.0527353579176598,34.71785886294288,43.177326555768246,True,6.151823765011097,True,True,1,0.9999,1,1
case9,branch1_out,0.0536363512627937,41.71731401580527,26.36887767053465,True,6.279983278334161,True,True,1,0.9999,1,1
case9,branch1_out,0.0294008164972273,15.647883030437375,7.936256087919894,True,2.190760501876732,False,True,1,0.6666,1,1
case9,branch1_out,0.0406301004764731,17.724082821270915,11.796241906001285,True,3.1024308521943422,False,True,1,0.6666,1,1
case9,branch1_out,0.0251126901474114,16.784118270618695,9.70716451144852,True,2.992897726714839,False,True,1,0.6666,1,1
case9,branch1_out,0.0400805989347765,31.365676864522005,43.526453082528455,True,4.974848670315532,True,True,1,0.9999,1,1
case9,branch1_out,0.0378865470832314,22.174611005213077,27.932358588141422,True,3.860908796374759,True,True,1,0.9999,1,1
case9,branch1_out,0.0319069413348467,17.152375686691222,4.999857255793191,True,3.032546753278366,False,True,1,0.6666,1,1
case9,branch1_out,0.0236122832520283,15.458324474080158,4.449857462434713,False,1.513268774916252,False,True,0,0.3333,1,1
case9,branch1_out,0.0266392351948984,18.205311345617044,14.849584714250256,True,4.039039621118986,True,True,1,0.9999,1,1
case9,branch1_out,0.0344920177840061,17.966033185396487,12.87171803307379,True,2.022171580635436,False,True,1,0.6666,1,1
case9,branch1_out,0.0444242932068769,27.409957084603324,45.79813877741043,True,6.176675437852135,True,True,1,0.9999,1,1
case9,branch1_out,0.0264801039127199,30.240570054660747,25.240412068837223,True,6.944835110305884,True,True,1,0.9999,1,1
case9,branch1_out,0.0277295066947373,12.599262546824946,4.45941512379293,True,1.3362157419450722,False,False,0,0.3333,1,1
case9,branch1_out,0.0434888680044745,18.68529551226564,11.118893438198548,True,2.619060064824579,False,True,1,0.6666,1,1
case9,branch1_out,0.0288787615204617,21.253223936665883,8.183222620655105,True,2.7019932590899747,False,True,1,0.6666,1,1
case9,branch1_out,0.0452936847935667,21.59592701998353,13.621025969789583,True,5.346464612213069,True,True,1,0.9999,1,1
case9,branch1_out,0.05553454827178,29.54631398287767,17.815920327540773,True,6.966400202408816,True,True,1,0.9999,1,1
case9,branch2_out,0.0497375875264742,24.73088661192363,51.29925026951632,True,5.87279666772434,True,True,1,0.9999,1,1
case9,branch2_out,0.0299965981067861,21.787034083756534,7.66804025665814,True,2.571175602046055,False,True,1,0.6666,1,1
case9,branch2_out,0.0319565477294402,17.628424492860898,10.530496538132343,True,2.835387373280518,False,True,1,0.6666,1,1
case9,branch2_out,0.0196180722520303,12.050875977130074,3.5791279747562594,False,1.5346737867788138,False,False,0,0.0,1,0
case9,branch2_out,0.0367684003506419,22.8914158516036,5.187547673738392,False,3.632061501107567,True,True,1,0.6666,1,1
case9,branch2_out,0.0382059081927259,30.476817208176406,43.260388060608406,True,4.219095362634704,True,True,1,0.9999,1,1
case9,branch2_out,0.0263180538854508,20.13634637994425,5.17587627902463,True,2.3682745934944567,False,True,1,0.6666,1,1
case9,branch2_out,0.0371123921640726,18.090313173238087,6.849858508605842,True,2.8456115982448518,False,True,1,0.6666,1,1
case9,branch2_out,0.0519220617016068,37.37708565407576,26.680324056082103,True,2.9718457230425472,False,True,1,0.6666,1,1
case9,branch2_out,0.0364899633808567,17.827289897187164,4.806573073692841,False,2.5408007028375525,False,True,0,0.3333,1,1
case9,branch2_out,0.0473584245528693,46.02376971730536,39.63304898687064,True,6.885862386921574,True,True,1,0.9999,1,1
case9,branch2_out,0.0334760746739735,21.23558864081865,10.45627906976456,True,2.048587536879761,False,True,1,0.6666,1,1
case9,branch2_out,0.0354614145377397,17.137178208822586,6.945931659651726,True,2.162440053347446,False,True,1,0.6666,1,1
case9,branch2_out,0.0281764892514754,22.19512132584304,10.093557502955612,True,2.7935740719899638,False,True,1,0.6666,1,1
case9,branch2_out,0.0357973568377775,16.771608297710884,4.139191639354511,False,1.5886112639875238,False,True,0,0.3333,1,1
case9,branch2_out,0.046329039415271,36.3160300989763,19.304249378814767,True,4.577669588648186,True,True,1,0.9999,1,1
case9,branch2_out,0.0415713310864526,51.09193992360287,44.4406758216854,True,7.302395176155183,True,True,1,0.9999,1,1
case9,branch2_out,0.0334403491799486,23.22488129024572,14.378288677118272,True,7.179651743522878,True,True,1,0.9999,1,1
case9,branch2_out,0.0489705858152498,29.470764853618583,25.12236853490076,True,7.1402606405460265,True,True,1,0.9999,1,1
case9,branch2_out,0.0535174280738068,36.68128077146928,26.082179299083823,True,7.176917302231101,True,True,1,0.9999,1,1
case9,branch2_out,0.0212393701964266,22.471654124199794,4.709388121872717,False,3.486615880084026,True,True,1,0.6666,1,1
case9,branch2_out,0.048066334159858,40.19047683944043,19.24313378726233,True,5.966425055272394,True,True,1,0.9999,1,1
case9,branch2_out,0.0274274332824734,15.1708264140819,8.582532377050603,True,1.7372652366789545,False,True,1,0.6666,1,1
case9,branch2_out,0.0355998808917733,16.91954538987043,5.338652461714744,True,3.7723902734731554,True,True,1,0.9999,1,1
case9,branch2_out,0.0485288098663953,22.536852503327506,27.020381615941325,True,3.717584412205648,True,True,1,0.9999,1,1
