precision,recall,f1
0.9994901424590337,0.7226157314487397,0.8691557472069656
0.9975852070964865,0.747483866930866,0.8732156905273647
0.9999430656143021,0.7494321370868308,0.8836610248635055
1.002569089569224,0.7379430682694595,0.883076041040698
0.99729753987583,0.7539678572083498,0.8344466126408582
0.9972975891291525,0.7681012714203634,0.8432434992016975
1.002737638446522,0.8051546475302632,0.8723007053441731
1.0003023041874588,0.762364445320796,0.8722757190182442
0.9965915768421951,0.7644387597680691,0.8723009537261209
0.9996276801307579,0.7561388521058459,0.9390546298130944
0.9966097469215626,0.710030719617524,0.8734178102138633
0.9966028107392892,0.7573371531137696,0.8847113128036119
0.9987258868146981,0.7595057552485257,0.881080035269864
0.9922601592660266,0.8195810528121321,0.875027825026116
0.9928252465024608,0.7531909758804719,0.855694615107193
0.9963131374122771,0.7655386835583403,0.8771793844098653
0.9949615066389967,0.757132205757369,0.8465434957092486
0.9989427419977858,0.7287830490595117,0.8572636278651998
0.9952759277734363,0.7865705703628755,0.8522927290434179
0.9937630888959941,0.7767983258171693,0.8636374827877265
1.0023969463067646,0.7777757986760762,0.9082931713334702
0.9973226710985403,0.7352653136301315,0.824654696148165
0.9982025846140637,0.7930698577734024,0.8757252038074903
0.9937257554413597,0.722953723430193,0.829745682576207
0.9963668518264245,0.7726714273450067,0.8525613626842113
0.9983327677691296,0.8127613906452494,0.8837790119393473
0.994547019267733,0.7332365918717328,0.8632856003819093
0.999127094055037,0.7438425567599307,0.8404451044414138
0.9961980839302436,0.760491284127191,0.8476939258148006
0.9971249187506201,0.745413108647095,0.8755919549786935
0.9961948801633118,0.7192334142233467,0.8473926673656572
1.0035568345535268,0.7597140743701507,0.8663291717916395
0.9979595083257862,0.7314424071568474,0.8629114367980762
0.9948268672131323,0.7698398107658796,0.8489679930478836
1.0004676347363095,0.7350143941441549,0.9048788817865066
0.9943374690500869,0.7967483601254385,0.8746783804463603
0.9986265907850143,0.738418667691594,0.8214971482668478
0.9921209896283607,0.7499484620948581,0.8657290862953886
0.9940154418533047,0.7783379304342417,0.8487642707046322
0.9985905837076073,0.7272283920891511,0.8790486666959245
1.0002153997399863,0.7636864983651033,0.846149585231346
0.99851410484357,0.7906785688570607,0.859705271170662
0.9976530551528353,0.7178129191359693,0.8720997455796091
0.9970966889132321,0.7626158464633076,0.8793151038834024
0.9935644340288977,0.7644970698562106,0.8379940718588844
0.9958404673748159,0.7775455717944327,0.855309975283181
0.9966180836871207,0.727076232228048,0.8525010937767808
1.0011713666786568,0.7249885846728931,0.8489334153485257
0.9990308548687054,0.7710485391404225,0.8973090848056219
0.9927108795339118,0.7654246168308296,0.8700996342192191
0.9989722519081844,0.7642623212586469,0.8367823209132991
0.9968447531587511,0.7666612052374244,0.8803572389410955
0.9959692339990821,0.7409993819605377,0.9044431239402526
0.9998350288665226,0.7638063424290251,0.8826493052110229
1.001092998567488,0.7653268118324671,0.8316126006809197
1.0007938403573486,0.7401412145493408,0.852315318542675
0.995482347430332,0.804644362778619,0.8873382229837324
0.9970723628724464,0.7698458230227947,0.8478466106876243
0.9989937902942106,0.7282174125699338,0.8708763885629246
1.000926635381367,0.7744138402158458,0.8774926810685867
0.9965624772864641,0.733632958244317,0.8434613905684383
0.9974430230700085,0.7776771150935613,0.860809492878764
0.9946809950779819,0.7869648894751851,0.7971746531986186
0.994411380127758,0.7374829420412072,0.8415122471733142
1.0004375774671825,0.7820844032311081,0.8569486369721367
1.0020687200857126,0.7683195231734125,0.837044336360703
0.997783969635259,0.7785515039998623,0.8946482260786327
1.0010105986936761,0.8054198245663486,0.8333971724407874
0.9990849080751429,0.7518652970999282,0.8531991102660603
0.9960646407361846,0.7391565958910628,0.8646148115457218
0.9990841868165252,0.735762139259362,0.8908254657813223
1.002614109699398,0.7376047428758641,0.8332827569764112
0.9978925218826702,0.7560724572646474,0.8852632750430992
1.002693930967442,0.7665287993704161,0.8622046612203917
0.9901407646877307,0.7649172699832505,0.842369826979041
1.0004657075131256,0.7786795812259006,0.8712420694852654
0.9982611412047145,0.7583250472969477,0.8659811939114694
0.9971029779486024,0.7943383519289329,0.8499956624568241
0.9982752823296065,0.7513835791690511,0.8633960416998003
0.9920372932561973,0.8260042291647405,0.8542937280627648
0.9973409843364874,0.7736416836941251,0.8642703469050249
0.9990713377145353,0.7365710610895929,0.8752426134904209
1.0024336821342246,0.7312276875484722,0.893720336322907
0.996445189345179,0.7700618103810797,0.837243690023463
0.9955745191913205,0.7524134303668537,0.9046606674931253
0.9964947288692464,0.7758500123523023,0.82295824400955
1.0007462063531063,0.7698309406143387,0.8589642980992883
0.9989862533289791,0.7561792771835781,0.8737663441296916
0.9964107193886989,0.7368301570482899,0.8676198373547006
0.99953980229934,0.7201288193828534,0.8495460096035881
0.9982912326480441,0.7468371261983244,0.8578375549928545
1.0009059349715987,0.7794099698580869,0.8521399813068233
0.995893840718368,0.7633523436032551,0.8502127048611158
0.9970170135602067,0.7268565305322003,0.8789920419404205
0.9968236755406035,0.7623295231462796,0.8691403097193009
0.9936094551556036,0.7676329344932209,0.8481418080947869
0.9988883608311937,0.7359035640949717,0.879991997508665
0.9987831658165397,0.7618431276486382,0.8681459904175322
0.9980153403699273,0.75945521796115,0.8782572423767792
0.9972962385998746,0.7294257425542344,0.8745925768384722
